Date,Close,sentiment_score,price_change_lag1,price_change_lag2,volatility_5d,volume_delta,ma_ratio_5,ma_ratio_20,target_signal
2018-01-31,39.13801574707031,0.0727798193693161,-0.00589403217461637,-0.02069865365838064,0.009584104421097226,-0.09068253805262205,0.020266972594347843,0.04410366616716899,1
2018-02-01,39.21984100341797,0.13707226142287254,0.0027546001548925947,-0.00589403217461637,0.011013436058147554,-0.29467601339466043,0.009353363361220834,0.03979307190903225,0
2018-02-02,37.51808547973633,0.02318392097949982,0.0020906848440260806,0.0027546001548925947,0.010065435923006242,0.4541994956725752,0.003278065713046896,0.03629758980574915,0
2018-02-05,36.58071517944336,0.004210382699966431,-0.04339016885696534,0.0020906848440260806,0.019424590214855448,0.8334180238319062,0.03506538442102669,0.07939882610732285,2
2018-02-06,38.109493255615234,0.020777782797813414,-0.024984491833924927,-0.04339016885696534,0.019935571687809007,-0.16000337206589843,0.04692955722533654,0.10114398010723269,0
2018-02-07,37.29368591308594,-0.005195876955986023,0.04179191327103893,-0.024984491833924927,0.032291449840164924,-0.061792585769571806,9.805634035431332e-05,0.053499373134104244,0
2018-02-08,36.26747131347656,0.04089124202728271,-0.021406932310995552,0.04179191327103893,0.032767284630596,-0.2437613380263115,0.012084572552687467,0.07190970504635907,2
2018-02-09,36.71109008789063,0.04095546528697014,-0.027517113808514404,-0.021406932310995552,0.03289638555255196,0.05390380672988604,0.02444115574348138,0.09607192893881544,2
2018-02-12,38.18976593017578,0.06598787605762482,0.012231863936133403,-0.027517113808514404,0.03023563668808977,0.2993555859938777,0.0076652875558314015,0.07702223868177271,2
2018-02-13,38.57234573364258,0.005749359726905823,0.04027872337064986,0.012231863936133403,0.03287158934432861,-0.1394189544462776,-0.022924063785245807,0.031122896334891514,2
2018-02-14,39.28351211547852,-0.10131480544805527,0.01001786196245047,0.04027872337064986,0.02761695111849951,-0.4648229597415303,-0.030215272517682523,0.017508049490931654,2
2018-02-15,40.60258865356445,0.08992337808012962,0.018437208531387528,0.01001786196245047,0.02448532443028627,0.24872193479409632,-0.03764111200136522,-0.0041993119592790284,1
2018-02-16,40.47114562988281,-0.16864819824695587,0.03357837594073443,0.018437208531387528,0.013376494926914938,0.2583915817236604,-0.0475518486244243,-0.038152244632400745,1
2018-02-20,40.33502960205078,0.06889789402484894,-0.0032373064880950597,0.03357837594073443,0.01758895639990889,-0.21450050051615732,-0.025877053911730674,-0.03656674051404862,1
2018-02-21,40.15195083618164,-0.0494734913110733,-0.003363285761091128,-0.0032373064880950597,0.015612712186923484,-0.15545560669154046,-0.011952520176220283,-0.03460479254625626,2
2018-02-22,40.48758316040039,0.019226446747779846,-0.0045389520641341274,-0.003363285761091128,0.01714396240432399,0.10436333092645267,0.0004207648918213014,-0.03173770826973832,2
2018-02-23,41.19171905517578,0.008337527513504028,0.008359053974441144,-0.0045389520641341274,0.01620241566021136,-0.17292296032195054,-0.0019246291801529036,-0.0400578617369054,2
2018-02-26,42.006160736083984,0.030610096454620362,0.017391403482539314,0.008359053974441144,0.009644076836469541,0.09100765038606862,-0.016125410972719356,-0.055018543896637295,1
2018-02-27,41.87001800537109,-0.06521002948284149,0.01977197600850955,0.017391403482539314,0.011315074974012384,0.12864511244395538,-0.02789286232243038,-0.07106171883393086,1
2018-02-28,41.80665588378906,0.003937296569347382,-0.003241018182267408,0.01977197600850955,0.01128575775535946,0.020069597664704952,-0.01739984077950596,-0.06492669807709073,0
2018-03-01,41.07435607910156,-0.0021884478628635406,-0.0015133053339957403,-0.003241018182267408,0.010531527285327809,-0.029438888617733694,-0.007994624505582637,-0.06018927284466513,2
2018-03-02,41.358360290527344,-0.010127104818820953,-0.01751634492658516,-0.0015133053339957403,0.015561571364898476,0.291669864830171,0.012548605066629026,-0.04107661220967451,1
2018-03-05,41.50152969360352,-0.13550998270511627,0.0069143923006083075,-0.01751634492658516,0.013733688566666897,-0.21204049014384652,0.006401363752999156,-0.045076101431435256,1
2018-03-06,41.46632766723633,0.08156508207321167,0.0034616798652187253,0.0069143923006083075,0.009368996687694213,-0.26141883809226607,0.0004976755562380308,-0.043571185188269634,0
2018-03-07,41.081390380859375,0.09078350365161895,-0.0008482103341029834,0.0034616798652187253,0.009375061934442163,-0.16241804981444574,-0.0006000469726771263,-0.036868183683590794,2
2018-03-08,41.52970123291016,0.010047852993011475,-0.009283129421684966,-0.0008482103341029834,0.009922809844108777,0.3327237951110831,0.005233572656937691,-0.024226444948761472,2
2018-03-09,42.24320983886719,0.025144048035144806,0.010912747789073585,-0.009283129421684966,0.007760125521468981,-0.25011118646206254,-0.003425003687965389,-0.02965988417860166,2
2018-03-12,42.651615142822266,0.014734230935573578,0.017180682373693745,0.010912747789073585,0.010263375476888572,0.3537925725894986,-0.016068335686634683,-0.03897638968506223,0
2018-03-13,42.24087524414063,-0.1125611960887909,0.009667951500676786,0.017180682373693745,0.010511247628373918,0.0006804369710302627,-0.020096924522387094,-0.041214543776353585,0
2018-03-14,41.88176727294922,-0.08007878363132477,-0.0096301135913901,0.009667951500676786,0.012405626857189066,-0.01594679434037838,-0.006901298198387806,-0.02709630159036369,1
2018-03-15,41.93105316162109,0.12510285278161368,-0.008501433010463688,-0.0096301135913901,0.012203284019666081,-0.07336204584536266,0.005435932822627665,-0.014803397451182976,1
2018-03-16,41.7831916809082,0.11718980222940445,0.0011767862695637454,-0.008501433010463688,0.011570065505978841,-0.22556897890249383,0.006168482567371569,-0.012804383452871826,0
2018-03-19,41.14478302001953,-0.07266566157341003,-0.0035263001895745605,0.0011767862695637454,0.007888562778547268,0.7325468919002103,0.007527161208313871,-0.007898143677111058,1
2018-03-20,41.13068389892578,0.14892268180847168,-0.015279078385492917,-0.0035263001895745605,0.006255513554877841,-0.1511976997667791,0.015835569131356975,0.008314076636276813,0
2018-03-21,40.19888687133789,-0.05642496421933174,-0.00034267093076878474,-0.015279078385492917,0.006698897531405223,-0.41251778944473017,0.01078542503813229,0.009626942166144348,0
2018-03-22,39.630889892578125,-0.10144752264022827,-0.022654547390402735,-0.00034267093076878474,0.010374542137814637,0.885803128848718,0.025842328882129006,0.03308814367800328,0
2018-03-23,38.71316909790039,0.05943891406059265,-0.014129669325862682,-0.022654547390402735,0.009126812757995555,0.11971156311311049,0.02893695254596218,0.046813706805274746,2
2018-03-26,40.55094909667969,-0.022713417808214825,-0.02315670420637217,-0.014129669325862682,0.009229480691972148,-0.011134998602099766,0.03746821797471034,0.06842793339853226,0
2018-03-27,39.51118087768555,-0.03267292678356171,0.04747170127384304,-0.02315670420637217,0.02945318301804954,-0.08500370471473695,-0.012478951454104048,0.018212189662120792,0
2018-03-28,39.07461929321289,-0.04740530252456665,-0.025641032877311343,0.04747170127384304,0.031103278531978275,0.0900717078836053,0.0053107572309814,0.04202223020560991,2
2018-03-29,39.37973785400391,-0.14749926328659058,-0.011049064461629676,-0.025641032877311343,0.030118460937619718,0.018227092120246535,0.010788137313257451,0.05016831203834515,0
2018-04-02,39.12156677246094,0.07081992328166961,0.007808612503718448,-0.011049064461629676,0.030108734742403397,-0.07847654703193063,0.001680899708829342,0.03987985464143606,2
2018-04-03,39.522911071777344,0.028134748339653015,-0.0065559370278216456,0.007808612503718448,0.02787515371116434,-0.02113884656952747,0.010379032330409821,0.043883457865079745,2
2018-04-04,40.278690338134766,-0.03328099846839905,0.010258901481392746,-0.0065559370278216456,0.014679514756299639,-0.19445124352166188,-0.005083327429610485,0.03077997960368295,2
2018-04-05,40.55799102783203,-0.0788305401802063,0.019122560708771053,0.010258901481392746,0.012452298324046577,0.14292555650967698,-0.019940699796198724,0.009964406997488462,0
2018-04-06,39.52056503295898,-0.028610266745090485,0.006934204845107095,0.019122560708771053,0.009228749268429783,-0.22170753203970472,-0.01937501328532254,0.0023640866836958097,2
2018-04-09,39.91255187988281,-0.13180387020111084,-0.025578830917959983,0.006934204845107095,0.017412362723812885,0.2997081668721133,0.007079347560959848,0.026134540093758263,2
2018-04-10,40.66360855102539,-0.04585614800453186,0.009918553709870492,-0.025578830917959983,0.017221540708819216,-0.17104838410183598,0.0011522688494782773,0.013137021358262668,1
2018-04-11,40.47350311279297,0.05631116032600403,0.018817555775508588,0.009918553709870492,0.018369935725934573,-0.020990636749294356,-0.011728599650966398,-0.008020069193180546,2
2018-04-12,40.87251281738281,0.040426755944887795,-0.004675075454601441,0.018817555775508588,0.017108672775060153,-0.21039403560893533,-0.006123986629074096,-0.005544074648869968,1
2018-04-13,41.010990142822266,-0.045985519886016846,0.009858541364157869,-0.004675075454601441,0.017406092818597584,0.02040425114570521,-0.014287463586673987,-0.01648688821598876,2
2018-04-16,41.26682662963867,0.007727071642875671,0.0033880306321798503,0.009858541364157869,0.00872686283071829,0.09764387727016555,-0.010347393236865954,-0.02092953677336118,2
2018-04-17,41.83483123779297,-0.10205725952982903,0.006238242137667216,0.0033880306321798503,0.008622398212804394,-0.14113428035805975,-0.009919308372799751,-0.027624992246611746,1
2018-04-18,41.74092483520508,0.04410683363676071,0.013764194015983389,0.006238242137667216,0.006992865933244361,0.23296444592740895,-0.01776267353591543,-0.040002503020493685,0
2018-04-19,40.55799102783203,0.026620760560035706,-0.002244694189253882,0.013764194015983389,0.0061201194114027056,-0.21991400242056125,-0.009480089485295107,-0.03711176787926085,0
2018-04-20,38.89624786376953,0.018887639045715332,-0.028339904111931324,-0.002244694189253882,0.016106560502378197,0.6771688067647981,0.01785891580105936,-0.008585003584450579,1
2018-04-23,38.78357696533203,-0.01737864315509796,-0.04097202849426551,-0.028339904111931324,0.023365025804304298,0.881452391349314,0.05047058682764871,0.03282631704584871,0
2018-04-24,38.24374771118164,-0.12703877687454224,-0.0028967035286313614,-0.04097202849426551,0.02206867469451586,-0.4424356897349411,0.040716652362051686,0.035917570401623466,1
2018-04-25,38.41039276123047,-0.06839493910471599,-0.013919016666073203,-0.0028967035286313614,0.016786091785948604,-0.07732332844956247,0.03662690121430945,0.047523612347834865,1
2018-04-26,38.544189453125,0.11866609752178192,0.00435744559626694,-0.013919016666073203,0.01847769719931458,-0.15760121096996316,0.014787625530660709,0.04154595853791232,0
2018-04-27,38.09822463989258,-0.010836921632289886,0.003483346101828433,0.00435744559626694,0.01879506826855124,-0.014766349213060304,0.0008157260082215512,0.03724240726166572,2
2018-04-30,38.78828048706055,-0.04548015693823496,-0.011570221596559294,0.003483346101828433,0.00840684747387631,0.27510639058756214,0.00834163978147684,0.047702158588460275,2
2018-05-01,39.6895751953125,0.013114054997762045,0.01811254602256218,-0.011570221596559294,0.0131029703759444,0.18991580612410885,-0.009572826428497327,0.028633581543875186,2
2018-05-02,41.4428596496582,0.0064280033111572266,0.023236263555241,0.01811254602256218,0.013692477696891052,0.2626133112092657,-0.024778362659432784,0.005484712021394111,1
2018-05-03,41.5179557800293,-0.08144597709178925,0.04417493625763913,0.023236263555241,0.021012634360190987,0.2421158347862773,-0.051401707861296386,-0.03564884544795066,2
2018-05-04,43.14684677124024,-0.0755918025970459,0.0018120402647385792,0.04417493625763913,0.021263129035954283,-0.4879995912196383,-0.03879229117569849,-0.03623704402268979,2
2018-05-07,43.459022521972656,0.03600101172924042,0.03923341023438498,0.0018120402647385792,0.017014735798562518,0.6496703670871957,-0.051678010363119586,-0.06841901822586027,1
2018-05-08,43.66790008544922,-0.13172751665115356,0.007235192698727966,0.03923341023438498,0.018770458248664662,-0.24465448308135218,-0.036995092043710764,-0.07103052335558369,2
2018-05-09,43.97537612915039,0.009105761845906576,0.0048063106658911,0.007235192698727966,0.02047829670355361,-0.3309337265673217,-0.02338063249621436,-0.072034150826074,2
2018-05-10,44.60440444946289,-0.004303450385729472,0.007041237226876218,0.0048063106658911,0.015366292274525092,-0.18278479586519636,-0.01869127552583172,-0.07454086314735542,1
2018-05-11,44.43475341796875,0.007556349039077759,0.014304103243258703,0.007041237226876218,0.01426670288898266,0.20585320879575386,-0.0186908550466669,-0.08340871890398671,1
